frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_invalid,frame.time_relative,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.cap_len,frame.len,frame.number,tcp.stream,tcp.analysis.initial_rtt,tcp.time_delta,tcp.len,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgid,mqtt.msgtype,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len,ip.proto
"1.149032000","1.149032000","1593619888.708265000",,"12.348913000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65307","1883","0x00000002","78","78","279","23",,"0.000000000","0","65535","0x0000ade0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.003962000","0.003962000","1593619888.712227000",,"12.352875000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65307","0x00000012","66","66","280","23",,"0.003962000","0","65535","0x00001d00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000085000","0.000085000","1593619888.712312000",,"12.352960000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65307","1883","0x00000010","54","54","281","23","0.004047000","0.000085000","0","4096","0x00004dd3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000178000","0.000178000","1593619888.712490000",,"12.353138000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65307","1883","0x00000018","72","72","282","23","0.004047000","0.000178000","18","4096","0x0000afe3","test","4",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","16",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000320000","0.000320000","1593619888.712810000",,"12.353458000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65307","1883","0x00000019","68","68","283","23","0.004047000","0.000320000","14","4096","0x00000db4",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000601000","0.000601000","1593619888.713411000",,"12.354059000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65310","1883","0x00000002","78","78","284","24",,"0.000000000","0","65535","0x00007631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000348000","0.000348000","1593619888.713759000",,"12.354407000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65307","0x00000010","60","60","285","23","0.004047000","0.000949000","0","513","0x00005bb1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000888000","0.000888000","1593619888.714647000",,"12.355295000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65310","0x00000012","66","66","286","24",,"0.001236000","0","65535","0x000048e3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000005000","0.000005000","1593619888.714652000",,"12.355300000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65307","0x00000018","60","60","287","23","0.004047000","0.000893000","4","513","0x00003ba3",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619888.714653000",,"12.355301000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65298","0x00000018","68","68","288","22","0.001414000","1.155420000","14","513","0x00001dae",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000095000","0.000095000","1593619888.714748000",,"12.355396000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65310","1883","0x00000010","54","54","289","24","0.001337000","0.000101000","0","4096","0x000079b6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000071000","0.000071000","1593619888.714819000",,"12.355467000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65307","1883","0x00000004","54","54","290","23",,"0.000167000","0","0","0x0000a875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619888.714820000",,"12.355468000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65298","1883","0x00000010","54","54","291","22","0.001414000","0.000167000","0","4095","0x00004fae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000229000","0.000229000","1593619888.715049000",,"12.355697000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65310","1883","0x00000018","69","69","292","24","0.001337000","0.000301000","15","4096","0x00009fa9","$","1",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","13",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000142000","0.000142000","1593619888.715191000",,"12.355839000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65307","0x00000011","60","60","293","23",,"0.000372000","0","513","0x00005bac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000066000","0.000066000","1593619888.715257000",,"12.355905000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65307","1883","0x00000004","54","54","294","23",,"0.000066000","0","0","0x0000a875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000394000","0.000394000","1593619888.715651000",,"12.356299000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65310","1883","0x00000019","68","68","295","24","0.001337000","0.000602000","14","4096","0x0000399a",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000397000","0.000397000","1593619888.716048000",,"12.356696000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65313","1883","0x00000002","78","78","296","25",,"0.000000000","0","65535","0x00004658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000860000","0.000860000","1593619888.716908000",,"12.357556000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65310","0x00000010","60","60","297","24","0.001337000","0.001257000","0","513","0x00008797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000502000","0.000502000","1593619888.717410000",,"12.358058000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65313","0x00000012","66","66","298","25",,"0.001362000","0","65535","0x000098cc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000005000","0.000005000","1593619888.717415000",,"12.358063000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65310","0x00000018","60","60","299","24","0.001337000","0.000507000","4","513","0x00006789",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619888.717416000",,"12.358064000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65298","0x00000018","68","68","300","22","0.001414000","0.002596000","14","513","0x00001da0",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000001000","0.000001000","1593619888.717417000",,"12.358065000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65310","0x00000011","60","60","301","24",,"0.000002000","0","513","0x00008792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000106000","0.000106000","1593619888.717523000",,"12.358171000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65313","1883","0x00000010","54","54","302","25","0.001475000","0.000113000","0","4096","0x0000c99f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000066000","0.000066000","1593619888.717589000",,"12.358237000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65310","1883","0x00000004","54","54","303","24",,"0.000172000","0","0","0x000070ce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619888.717589000",,"12.358237000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65310","1883","0x00000004","54","54","304","24",,"0.000000000","0","0","0x000070ce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619888.717589000",,"12.358237000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65298","1883","0x00000010","54","54","305","22","0.001414000","0.000173000","0","4095","0x00004fa0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000556000","0.000556000","1593619888.718145000",,"12.358793000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65313","1883","0x00000018","74","74","306","25","0.001475000","0.000622000","20","4096","0x0000163c","$topic","6",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","18",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000181000","0.000181000","1593619888.718326000",,"12.358974000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65313","1883","0x00000019","68","68","307","25","0.001475000","0.000181000","14","4096","0x0000897e",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000533000","0.000533000","1593619888.718859000",,"12.359507000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65316","1883","0x00000002","78","78","308","26",,"0.000000000","0","65535","0x00009896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000666000","0.000666000","1593619888.719525000",,"12.360173000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65313","0x00000010","60","60","309","25","0.001475000","0.001199000","0","513","0x0000d77b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000573000","0.000573000","1593619888.720098000",,"12.360746000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65313","0x00000018","60","60","310","25","0.001475000","0.000573000","4","513","0x0000b76d",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000004000","0.000004000","1593619888.720102000",,"12.360750000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65298","0x00000018","68","68","311","22","0.001414000","0.002513000","14","513","0x00001d92",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000001000","0.000001000","1593619888.720103000",,"12.360751000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65313","0x00000011","60","60","312","25",,"0.000005000","0","513","0x0000d776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619888.720104000",,"12.360752000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65316","0x00000012","66","66","313","26",,"0.001245000","0","65535","0x000000df",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000115000","0.000115000","1593619888.720219000",,"12.360867000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65313","1883","0x00000004","54","54","314","25",,"0.000116000","0","0","0x000040f2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619888.720220000",,"12.360868000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65313","1883","0x00000004","54","54","315","25",,"0.000001000","0","0","0x000040f2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619888.720220000",,"12.360868000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65298","1883","0x00000010","54","54","316","22","0.001414000","0.000118000","0","4095","0x00004f92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000087000","0.000087000","1593619888.720307000",,"12.360955000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65316","1883","0x00000010","54","54","317","26","0.001448000","0.000203000","0","4096","0x000031b2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000386000","0.000386000","1593619888.720693000",,"12.361341000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65316","1883","0x00000018","68","68","318","26","0.001448000","0.000386000","14","4096","0x00007ba8","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000220000","0.000220000","1593619888.720913000",,"12.361561000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65316","1883","0x00000019","68","68","319","26","0.001448000","0.000220000","14","4096","0x0000f196",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000487000","0.000487000","1593619888.721400000",,"12.362048000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65319","1883","0x00000002","78","78","320","27",,"0.000000000","0","65535","0x0000b5d8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.004540000","0.004540000","1593619888.725940000",,"12.366588000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65316","0x00000010","60","60","321","26","0.001448000","0.005027000","0","513","0x00003f94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000291000","0.000291000","1593619888.726231000",,"12.366879000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65319","0x00000012","66","66","322","27",,"0.004831000","0","65535","0x00007184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000053000","0.000053000","1593619888.726284000",,"12.366932000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65319","1883","0x00000010","54","54","323","27","0.004884000","0.000053000","0","4096","0x0000a257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000166000","0.000166000","1593619888.726450000",,"12.367098000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65319","1883","0x00000018","749","749","324","27","0.004884000","0.000166000","695","4096","0x00004645","testtesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttest","680",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","692",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000205000","0.000205000","1593619888.726655000",,"12.367303000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65319","1883","0x00000019","68","68","325","27","0.004884000","0.000205000","14","4096","0x00005f93",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000455000","0.000455000","1593619888.727110000",,"12.367758000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65322","1883","0x00000002","78","78","326","28",,"0.000000000","0","65535","0x0000d128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000212000","0.000212000","1593619888.727322000",,"12.367970000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65316","0x00000018","60","60","327","26","0.001448000","0.001382000","4","513","0x00001f86",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000002000","0.000002000","1593619888.727324000",,"12.367972000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65298","0x00000018","68","68","328","22","0.001414000","0.007104000","14","513","0x00001d84",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000001000","0.000001000","1593619888.727325000",,"12.367973000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65316","0x00000011","60","60","329","26",,"0.000003000","0","513","0x00003f8f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000046000","0.000046000","1593619888.727371000",,"12.368019000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65316","1883","0x00000004","54","54","330","26",,"0.000046000","0","0","0x00009338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619888.727371000",,"12.368019000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65316","1883","0x00000004","54","54","331","26",,"0.000000000","0","0","0x00009338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619888.727371000",,"12.368019000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65298","1883","0x00000010","54","54","332","22","0.001414000","0.000047000","0","4095","0x00004f84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000821000","0.000821000","1593619888.728192000",,"12.368840000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65319","0x00000010","60","60","333","27","0.004884000","0.001537000","0","510","0x0000ad93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000003000","0.000003000","1593619888.728195000",,"12.368843000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65319","0x00000018","60","60","334","27","0.004884000","0.000003000","4","510","0x00008d85",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000052000","0.000052000","1593619888.728247000",,"12.368895000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65319","1883","0x00000004","54","54","335","27",,"0.000052000","0","0","0x0000add3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000163000","0.000163000","1593619888.728410000",,"12.369058000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65322","0x00000012","66","66","336","28",,"0.001300000","0","65535","0x00006c93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000039000","0.000039000","1593619888.728449000",,"12.369097000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65322","1883","0x00000010","54","54","337","28","0.001339000","0.000039000","0","4096","0x00009d66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000150000","0.000150000","1593619888.728599000",,"12.369247000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65322","1883","0x00000018","68","68","338","28","0.001339000","0.000150000","14","4096","0x0000e75c","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000108000","0.000108000","1593619888.728707000",,"12.369355000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65322","1883","0x00000019","68","68","339","28","0.001339000","0.000108000","14","4096","0x00005d4b",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000551000","0.000551000","1593619888.729258000",,"12.369906000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65325","1883","0x00000002","78","78","340","29",,"0.000000000","0","65535","0x00005203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000289000","0.000289000","1593619888.729547000",,"12.370195000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65319","0x00000011","60","60","341","27",,"0.001300000","0","510","0x0000ad8e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000004000","0.000004000","1593619888.729551000",,"12.370199000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65298","0x00000018","68","68","342","22","0.001414000","0.002180000","14","513","0x00001d76",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000033000","0.000033000","1593619888.729584000",,"12.370232000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65319","1883","0x00000004","54","54","343","27",,"0.000037000","0","0","0x0000add3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000050000","0.000050000","1593619888.729634000",,"12.370282000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65298","1883","0x00000010","54","54","344","22","0.001414000","0.000083000","0","4095","0x00004f76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000228000","0.000228000","1593619888.729862000",,"12.370510000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65322","0x00000010","60","60","345","28","0.001339000","0.001155000","0","513","0x0000ab48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000810000","0.000810000","1593619888.730672000",,"12.371320000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65325","0x00000012","66","66","346","29",,"0.001414000","0","65535","0x00003e81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000002000","0.000002000","1593619888.730674000",,"12.371322000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65322","0x00000018","60","60","347","28","0.001339000","0.000812000","4","513","0x00008b3a",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000051000","0.000051000","1593619888.730725000",,"12.371373000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65325","1883","0x00000010","54","54","348","29","0.001467000","0.000053000","0","4096","0x00006f54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000053000","0.000053000","1593619888.730778000",,"12.371426000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65322","1883","0x00000004","54","54","349","28",,"0.000104000","0","0","0x0000cbd2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000048000","0.000048000","1593619888.730826000",,"12.371474000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65325","1883","0x00000018","68","68","350","29","0.001467000","0.000101000","14","4096","0x0000b94a","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000128000","0.000128000","1593619888.730954000",,"12.371602000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65325","1883","0x00000019","68","68","351","29","0.001467000","0.000128000","14","4096","0x00002f39",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000153000","0.000153000","1593619888.731107000",,"12.371755000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65298","0x00000018","68","68","352","22","0.001414000","0.001473000","14","513","0x00001d68",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000002000","0.000002000","1593619888.731109000",,"12.371757000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","65322","0x00000011","60","60","353","28",,"0.000331000","0","513","0x0000ab43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000028000","0.000028000","1593619888.731137000",,"12.371785000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65298","1883","0x00000010","54","54","354","22","0.001414000","0.000030000","0","4095","0x00004f68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000007000","0.000007000","1593619888.731144000",,"12.371792000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","65322","1883","0x00000004","54","54","355","28",,"0.000035000","0","0","0x0000cbd2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
